@id|@type|@lat|@lon|name|operator|opening_hours|description|capacity|capacity:persons|fee|access|seasonal|ele|start_date|source|website|phone|email|addr:housenumber|addr:street|addr:place|addr:city|addr:postcode|amenity|shelter_type|tourism|building|building:material|material|building:levels|drinking_water|fireplace|stove|heating|bunks|mattress|bed|toilet|shower|indoor_seating|covered|reservation|image|wikidata|wikipedia,,,,
807115509|node|47.1297221|14.0074851|Jogaushütte|||||||||1755|||||||||||||alpine_hut|||||||||||||||||||,,,,
822581994|node|47.1446600|11.6734379|Stoankasern|Fam. Silvia & Ali Erler||||||||1980|||||||||||||alpine_hut|||||||||||||||||||,,,,
829910023|node|47.1188326|11.6791246|Bichlalm|||||||||1700|||||||||||||alpine_hut|||||||||||||||||||,,,,
834394753|node|46.8708937|13.9920305|Stoicharthütte|||||||||1578|||www.stoichart-huette.at|+43 (0)4279 7361|stoichart-huette@utanet.at|1|Stoichartweg|||9571|||alpine_hut|||||||||||||||||||,,,,
"837805909|node|46.8530210|13.3002863|Poldis Jausenstation|||""Buchungen und Anfragen unter +43 (0)664 / 73 55 95 10 bzw. +43 (0)4783 / 25 36 oder per E-Mail info@poldis-jausenstation.at",,,,
"http://www.poldis-jausenstation.at/""||||||1489|||||||||||restaurant||alpine_hut|||||||||||||||||||",,,,
837805915|node|46.8468122|13.3034210|Klinghütte||||||||||||||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
843873440|node|47.3608886|13.8169071|Hans-Wödl Hütte|||||||||1533|||||||||||||alpine_hut||||||||||||||||||Q15056543|de:Hans-Wödl-Hütte,,,,
843873464|node|47.3130033|13.8136858|Waldhornalm|||||||||||||+43 664 5952205|||||||||alpine_hut|||||||||||||||||||,,,,
849780915|node|46.7569415|13.7327488|Melzerhütte|||||||||1600|||||||||||||alpine_hut|||||||||||||||||||,,,,
849781015|node|46.7692141|13.7074169|Hochalmhütte|||||||||1795|||||||||||||alpine_hut|||||||||||||||||||,,,,
858377222|node|47.3979104|10.6957806|Ehenbichler Alm|||||||||1690|||https://www.ehenbichler-alm.com/|||||||6600|||alpine_hut|yes||||||||||||||||||,,,,
865304889|node|47.3611311|15.4121752|Steirischer Jokl|||||||||||||||18|Roßgraben||Mixnitz|8131|restaurant||alpine_hut||||||||||17|||||||||,,,,
879788827|node|47.4466787|13.5309415|Rettensteinhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
886688657|node|47.5114208|15.9568641|Vorauer Schwaig||||||||||||||||||||||alpine_hut|||||||||||||no||||||,,,,
895663517|node|46.8708629|13.7974615|Steinalmhütte|||||||private|||||||||||||||alpine_hut|||||||||||||||||||,,,,
898073192|node|47.7837957|15.5419056|Kohlröserl-Hütte (Hofalm)|||||||||1483|||||||||||||alpine_hut|||||||||||||||||||,,,,
901547089|node|47.2929063|12.6785804|Bubenreuther Hütte|||||||||950|||https://www.dav-bubenreuth.de/Huetten/Hu_bubenr.html|+43 (0043)6549 7855||151|Walchen||Piesendorf / Walchen|5721|||alpine_hut|||||||||||||||||||,,,,
908564979|node|47.4757455|10.4882247|Obere Rossalpe|||||||||1685|||||||||Tannheim|6675|||alpine_hut|||||||||||||||||||,,,,
917753307|node|47.2298796|12.9812634|Kreuzboden-Hütte|||||||||1272|||||||||||||alpine_hut|||||||||||||||||||,,,,
918808570|node|47.4737100|13.3013952|Moosalm|||||||||1640|||||||||||||alpine_hut|yes||||||||||||||||||,,,,
921225376|node|47.5384461|15.1259681|Lengger Alm||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
925572227|node|47.2576487|10.0285062|Biberacher Hütte|DAV Sektion Biberach||||||||1846|||https://www.dav-biberach.de/biberacher-huette|+43 5519 257|anfrage@biberacher-huette.at|27|Schmitte||Schröcken||||alpine_hut|||||||||||||yes|||||Q856154|de:Biberacher Hütte,,,,
936300145|node|47.1931569|10.7249977|Hochasteralm|||||||||1756|||||||||||||alpine_hut|||||||||||||||||||,,,,
937157802|node|47.8815171|15.5719726|Grabenalm Hütte|||||||||1100|||||||||||||alpine_hut|||||||||||||||||||,,,,
946045507|node|47.6050203|14.5934756|Buchsteinhaus|||||||||1571|||https://buchsteinhaus.naturfreunde.at/||||||||||alpine_hut||||||||||||||||||Q998850|de:Buchsteinhaus,,,,
946946379|node|47.4214927|14.4788630|Winter Bergbuffet||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
960531683|node|47.2746236|13.6931161|Keinprechthütte|Alpenverein Wien||||||||1872|||https://www.xn--keinprechthtte-qsb.at/|+43 664 43 303 46||44|Obertalstraße||Schladming|8971|||alpine_hut|||||||||||||||||||de:Keinprechthütte,,,,
1069150055|node|47.2642983|14.3910674|Haingartner Hütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
1103447018|node|46.8962833|10.7350495|Gepatsch Alm|||||||||1903|||||||||||||alpine_hut|||||||||||||||||||,,,,
1103476189|node|46.9305351|10.7297905|Nassereiner Alm|||||||||2040|||||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1123122832|node|47.0528273|12.8822313|||||||||||||||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1123125641|node|47.0595642|12.8500485|Spatzl Alm||||||||||||https://www.facebook.com/spatzlalm/|+43 664 2132513|||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1144448944|node|47.7192342|15.3720563|Tonionhütte|Naturfreunde Gußwerk|||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
1154378824|node|47.2227018|12.9756538|Heimalm|||||||||1480|||||http://www.heimalm-rauris.at||||||||alpine_hut|||||||||||||||||||,,,,
1155018774|node|46.8389201|14.6930550|Zechhütte|||||||||1551|||||||||||||alpine_hut|||||||||||||||||||,,,,
1155101935|node|46.8416681|14.6762186|Offnerhütte|||||||||1668|||||||||||||alpine_hut|||||||||||||||||||,,,,
1189048626|node|47.2670861|15.2262840|Gmoa Alm|||||||yes||1238|||||||||||||alpine_hut||||||||no|||||||||||,,,,
1189766694|node|46.8668208|12.7933915|AV Jugendheim|||||||||1899|||||||||||||alpine_hut|||||||||||||||||||,,,,
1208640448|node|47.1830909|10.6692518|Langesbergalm|||||||||1540|||||||||||||alpine_hut|||||||||||||||||||,,,,
1209817466|node|47.2582595|12.7148808|Saulochalm||||||||||||https://www.saulochalm.at/||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1254557277|node|47.5838687|14.9751476|Pfaffingalm||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
1286795477|node|47.7435457|14.3460581|Schürhütte|||||||private|||||||||||||||alpine_hut|||||||||||||||||||,,,,
1313054448|node|47.4143419|10.5483008|Krottenwaldhütte|||||||||1140|||||||||||||alpine_hut|||||||||||||||||||,,,,
1313054687|node|47.4318921|10.5888611|Stuibenhütte|||||||||920|||||||||||||alpine_hut|||||||||||||||||||,,,,
1321748923|node|46.5016398|14.5102265|Eisenkappler Hütte / Kapelska koča|||||||||1555||Local Knowledge|||||||||||alpine_hut||||||||||||||||||Q1313032|de:Eisenkappler Hütte,,,,
1331424460|node|47.4548415|13.2982395|Bischlingalm|||||||||1565|||||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1339441796|node|47.6358013|14.5394042|Lahnalm|||||||||||||||104||Weng|Admont|8913|restaurant||alpine_hut|||||||||||||||||||,,,,
1342611573|node|46.4517585|14.3874496|Koschutahaus / Koča pod Košuto|Naturfreunde||||||||1280|||||||||||||alpine_hut|||||||||||||yes||||||,,,,
1348444866|node|47.3999785|10.7252540|Kögelehütte|||||||||1510|||||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1351497872|node|47.6926960|15.3794320|Weißalm||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
1351497873|node|47.7000304|15.4033900|Herrenboden|||||||||1402|||||||||||||alpine_hut|||||||||||||||||||,,,,
1401212410|node|46.8892257|13.7716807|Wolitzen Alm|||||||||1777|||https://www.nockalmstrasse.at/de/die-nockalmstrasse/gastronomie-uebernachtung?page=2#gastro-3||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1407686251|node|46.9832325|10.4737807|Ochsenberg-Alm|||||||private||2021|||||||||||||alpine_hut|||||||||||||||||||,,,,
1419889047|node|47.3001443|13.6918487|Duisitzkarseehütte|||||||||1660|||https://www.duisitzkar.at/||||||||||alpine_hut|||||||||||||||||||,,,,
1423031202|node|46.7755711|15.0885189|Schirchleralm|||||||||||survey|||||||||||alpine_hut|||||||||||||||||||,,,,
1453561181|node|47.5177155|15.6921451|Sonnenhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
1453631950|node|47.5116863|15.6423236|Kressbachalmhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
1496710565|node|46.9239776|10.1756739|Scheiben Alm|||||||||1850|||https://scheiben-alm.edan.io/||||||||||alpine_hut|||||||||||||||||||,,,,
1507068518|node|47.7010697|12.1879436|Kranzhorn Schutzhütte||May 1-Sep 15|||||||1230||local_knowledge|https://www.kranzhorn.at/|+43 5373 8137||9|Alm||Erl|6343|||alpine_hut|||||||||||||||||||,,,,
1522699773|node|47.5670454|12.0913205|Kala Alm||||30|||||1360||geoimage.at|||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1537321603|node|46.8215036|12.7002109|Hochsteinhütte|||||||||2025|||||||||||restaurant||alpine_hut||||||||||||||||||Q1622351|de:Hochsteinhütte,,,,
"1559102082|node|47.6135436|12.0384223|Mariandlalm||""Nov-Apr: We,Fr-Su,PH 10:00-17:00; May-Oct: Tu-Su,PH 10:00-17:00""|||||||1250|||||||||||restaurant||alpine_hut|||||||||||||||||||",,,,
1567490026|node|47.0493723|12.5762715|Sudetendeutsche Hütte|||||||||2650|||||||||||||alpine_hut||||||||||||||||||Q2363199|de:Sudetendeutsche Hütte,,,,
1607527933|node|47.1510754|11.5961086|Klammalm|||||||||1947||||||185|Klammerweg||Navis|6145|restaurant||alpine_hut|||||||||||||||||||,,,,
1620496977|node|47.1644733|11.7241766|Lattenalm|||||||||1680|||https://m.christler-tux.at/de/lattenalm/|||256||Eggalm|Tux|6293|restaurant||alpine_hut|||||||||||||||||||,,,,
1632744583|node|47.0408861|10.9444301|Breitlehnalm|||||||||1874|||||||||||||alpine_hut|||||||||||||||||||,,,,
1634923290|node|46.9436576|12.3253445|Jausenstation Trojer Alm|||||||||1810||||||48||Innerrotte|St. Jakob in Defereggen|9963|restaurant||alpine_hut|||||||||||||||||||,,,,
1635114705|node|46.8691446|12.4389208|Volkzeiner Hütte||We-Mo|||||||1884|||https://www.volkzeinerhütte.at|+43 4843 20031|||||||||alpine_hut||||||||||||||||||Q98102770|,,,,
1636573842|node|47.0203869|11.4932708|Sattelbergalm|||||||||1633|||https://www.sattelbergalm.at|+43527487717||311|Neder||||||alpine_hut||||||||||||||||||Q1537451|de:Sattelbergalm,,,,
1639183811|node|47.0193381|11.4034240|Kastnerbergalm|||||||||1720|||||||||||||alpine_hut|||||||||||||||||||,,,,
1641317945|node|47.1454917|11.3794187|Berggasthof Sonnenstein|Fam. Gleinser||erbaut 1929||||||1400|||https://www.alpengasthof-sonnenstein.at|+43 664 12 12 645|||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1642945247|node|47.0676526|11.4317177|Gerichtsherrenalm|||||||||1680|||||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1648619778|node|47.0499356|11.4645880|Nösslachhütte|||||||||1600||GeoImage.at|||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1692552899|node|47.3865515|12.4646680|Kelchalm Bochumer Hütte|DAV Sektion Bochum||||||||1420|||||||||||||alpine_hut||||||||||||||||||Q889089|de:Bochumer Hütte,,,,
"1693267583|node|47.5167232|12.5549569|Lindtalalm|||||||||1090|||""https://www.bergfex.at/sommer/tirol/touren/wanderung/4379,lindtalalm-winterstelleralm/""||||||St. Ulrich||restaurant||alpine_hut|||||||||||||||||||",,,,
1726564778|node|46.7985228|12.6136299|Skihütte Compedal|||||||||1920|||||||||||||alpine_hut|||||||||||||||||||,,,,
1785972339|node|47.7112976|15.4347040|Königsalm||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
1785972343|node|47.7116525|15.4208522|Dürrieglalm||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
1809101111|node|46.9200830|13.7842547|Stangalm||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
1809101112|node|46.9204998|13.7790678|Tangernerhütte|||||||||1715|||||||||||||alpine_hut|||||||||||||||||||,,,,
1818302634|node|47.0736195|12.9931574|Gainschniggalm|||||||||1750||geoimage.at hires|||||||||||alpine_hut|||||||||||||||||||,,,,
1836518335|node|47.1763487|11.3358370|Pfarrachalm|||||||||1740|||||||||Telfes im Stubai|6165|restaurant||alpine_hut||||||||||||||||||Q15058714|de:Pfarrachalm,,,,
1837710838|node|47.5697267|15.7740887|Steinbachalm Sennerhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
1839842096|node|47.4316349|12.7733889|Sinnlehen Alm||||||||||||http://www.sinnlehen.at/sinnlehenalm|+43 664 5278927|||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1839849831|node|47.4252802|12.6796692|Knappenstube||||||||||||||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
1865613709|node|46.7719128|13.1204252|Tristenhaus||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
1871503422|node|46.7868329|13.8166929|Rossalmhütte|||||||||1915|||||||||||||alpine_hut|||||||||||||||||||,,,,
1873005261|node|46.7906488|13.0198675|Unteralm|Privat||||||||||||||50|Weneberg||Irschen|9773|||alpine_hut|||||||||||||||||||,,,,
1927243833|node|46.9183907|13.3142933|Zandlacher Hütte||May-Sep||||||||||https://www.facebook.com/people/Zandlacher-H%C3%BCtte/100070427610308/|+43 650 9779816|||||||||alpine_hut|||||||||||||||||||,,,,
1932329012|node|46.9685913|10.6459729|Platzeralm|||||||||2180|||||||||||||alpine_hut|||||||||||||||||||,,,,
1943456368|node|47.0109404|10.6993917||||||||||2260|||||||||||||alpine_hut|||||||||||||||||||,,,,
2085795791|node|47.4840675|15.9630702|Glatzl Trahütten||Jun-sep 10:00-20:00||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2086164207|node|46.8119986|14.6918756|Lamminger Halt||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2090263931|node|46.9603056|14.6917893|Steinkellnerhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2090264015|node|46.9610873|14.6943293|Karner Hütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2150565802|node|47.0327018|10.9490318|Polltalalm|||||||||1840||||||242|Huben||Längenfeld|6444|||alpine_hut|||||||||||||||||||,,,,
2325711984|node|46.8679048|13.9855220|Hiaslalm|||||||||1676|||www.biohiasl.at|+43 (0)664 4032556|zirbenhuette@a1.net|10|Zirbenweg||Hochrindl|9571|||alpine_hut|||||||||||||||||||,,,,
2325719711|node|46.8575221|13.9684357|Wugganighütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2327488827|node|46.6969324|13.0403069|Ploneralm|||||||||1625|||||||||||||alpine_hut|||||||||||||||||||,,,,
2368392910|node|47.3086047|12.2010209|Rotwand-Alm|||||||||1600||||||109|Hinterwindau||Westendorf|6363|||alpine_hut|||||||||||||||||||,,,,
2378274100|node|47.4623061|14.4458608|Hölleralm||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2382631604|node|46.9575689|12.4367165|Zupalseehütte|Familie Tschoner||||||||2350|||http://www.alm-ferienhaus.com/zupalseehuette/|+43 4874 5227|tschoner@aon.at||||||restaurant||alpine_hut|||||||||||||yes|||||Q230219|de:Zupalseehütte,,,,
2415975822|node|47.5742617|12.1963548|Berghaus Aschenbrenner|Alois Taxauer|Tu-Su 09:00-18:00|||||||1135||http://www.berghaus-aschenbrenner.com/|http://www.berghaus-aschenbrenner.com/|+43 5372 62220|info@berghaus-aschenbrenner.com|14|Stadtberg||Kufstein|6330|||alpine_hut|||||||||||||||||||,,,,
"2415975826|node|47.5778028|12.2095745|Weinbergerhaus||""May-Oct PH,Mo-Su 10:00+""|||||||1272||http://www.weinbergerhaus.at/|http://www.weinbergerhaus.at/|+43 5372 65148|mail@weinbergerhaus.at|8|Stadtberg||Kufstein|6330|||alpine_hut||||||||||||||||||Q1772467|de:Weinbergerhaus",,,,
"2429255620|node|47.0454065|12.9045724|""Alpengasthof """"Alter Pocher""""""|||||||||1807|||http://www.alterpocher.at|||10||Fleiß|Heiligenblut am Großglockner|9844|restaurant||alpine_hut|||||||||||||||||||",,,,
2432652089|node|46.7765495|13.8338544|Walderhütte|privat|Mo-Su 10:00-18:00|Privates Bergrestaurant mit Übernachtungsmöglichkeit (nach Anmeldung). Zufahrt über Mautstraße möglich.||||yes||1960|||https://www.walderhuette.at/|+43 (0) 4247 30510|info@walderhuette.at|18|Oberwöllan||Arriach|9543|||alpine_hut||||||||||||||||recommended|||,,,,
"2432690397|node|46.7703520|13.8125627|Trangonihütte|TVN|""""""Juni bis Mitte November""""""||40|||||1667|||||||Tassach||Afritz|9542|||alpine_hut|||||||||||||||||||",,,,
2432850115|node|47.4395909|14.4349588|Scheibelalm|Familie Rössel||||||||||||||4|Edelrautestraße||Hohentauern|8785|||alpine_hut|||||||||||||||||||de:Scheibelalm,,,,
2447536598|node|46.8441514|13.7362028|Winklerhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2447543431|node|46.8508989|13.7280507|Veidlhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2495609781|node|47.2065231|15.1319010|Walzkogelhütte||May-Oct||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2537772970|node|46.9683971|13.5465560|Wölflbauerhütte|||||||||1700|||||||||||||alpine_hut|||||||||||||||||||,,,,
2661066008|node|47.5240319|10.5808832|Sebenalpe|||||||||1640|||||||||||||alpine_hut|||||||||||||||||||,,,,
2839958962|node|46.9954919|14.6242633|Feldalmhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2839982071|node|47.0009545|14.5887281|St. Martiner Hütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2870159370|node|47.2104956|15.2122017|Taschlerhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
2952466275|node|47.4071320|12.0085877|Hohlriederalm|||||||||1300||||||140|Hohlriedweg||Wildschönau|6313|||alpine_hut|||||||||||||||||||,,,,
2987728768|node|47.0816192|13.5160991|Maierhofalm|||||||||1808|||||||||||||alpine_hut|||||||||||||||||||,,,,
2989698725|node|46.7862071|13.7867016|Sonnige Rieserhütte||||||||||||||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
2996090213|node|46.6513856|12.9614630|Enzianhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
3014349312|node|48.5181345|13.7318489|Öttl-Hütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
3027180001|node|46.7864307|14.9433209|Godinger Hütte|||||||||1650|||||||||||||alpine_hut|||||||||||||||||||,,,,
3038776470|node|47.2279600|12.1232821|Gletscherblickalm|||||||||||survey|http://www.gletscherblickalm.at/||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
3063751728|node|46.9612184|13.5417704|Frido-Kordon-Hütte|OeAV Sektion Gmünd||||||||1649|||||||||||||alpine_hut|||||||||||||||||||,,,,
3075534776|node|47.5728640|12.1121261|Pendlinghaus||||70|||||1537||knowledge||||1|Pendling||Langkampfen|6336|||alpine_hut|||||||||||||no|||||Q23689394|de:Pendlinghaus,,,,
3333016626|node|47.1229005|12.7965147|Trauneralm|||||||||1522|||||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
3381662522|node|46.7809972|13.7949702|Klamerhütte Sennerei||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
3438677247|node|47.1762425|15.2331345|Kleinschupfer||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
3439240816|node|47.1750389|15.2544838|Mühlbacherhütte|||||||||996|||||||||||||alpine_hut|||||||||||||||||||,,,,
3610743864|node|47.2038352|15.1735400|Bockstaller Hütte (zum Holter Fritz)|||||||||||||||32||Gschnaidt|Gratwein-Straßengel|8153|||alpine_hut|||||||||||||||||||,,,,
3620693440|node|47.2384761|9.7266346|Meßstetter Hütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
3740357364|node|47.2322309|14.1738654|Greimhütte|Anna Wolf|We-Su 10:00-18:00||||||||||https://www.greimhuette.at/|+43 676 3514844|greimhuette@gmail.com||||||||alpine_hut|||||||||||||||||||,,,,
3925578872|node|46.8317813|14.6746890|Alpenrose|||||||||1542|||||||||||||alpine_hut|||||||||||||||||||,,,,
4185378200|node|47.4027427|14.9152067|||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
4225407626|node|47.8103344|13.9859921|Sepp Huber Hütte|Österreichischer Alpenverein||||||||1506|||||||||||restaurant||alpine_hut||||||||||||||||||Q116925718|,,,,
4314551310|node|47.4504147|12.1775693|Sunnseithütte||||||||||||http://www.sunnseit.com/||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
4328123206|node|47.4118356|14.1789346|Schrabachalm|Birgit und Johann Ilsinger|||||||||||https://www.schrabachalm.at/|+436643889150|schrabachalm@aon.at||||||||alpine_hut|||||||||||||||||||,,,,
4397709992|node|46.9730428|12.5189571|Zunigalm|||||||||1848|||https://www.hinterbichl.at/lodges/zunigalm.php|+43 664 9059063|zunigalm@tele2.at||||||restaurant||alpine_hut|||||||||||||||||||,,,,
4420347989|node|47.4829110|14.7126729|Jagdhütte Zeiritz 1599m||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
4639767252|node|47.0370986|13.6800860|Neue Bonner Hütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
"4659946341|node|47.0180714|13.3696879|Villacher Hütte|""Österreichischer Alpenverein, Sektion Villach""||||||key||2194||Bergauf 01.2017|||||||||||alpine_hut|||||||||||||||||||",,,,
4687022700|node|47.3271074|12.7303599|Ederhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
4853837636|node|47.4769133|12.0900276|Almgasthof Möslalm||We-Su 09:00-18:00|||||||960||||+436648906000||30|Winkl||Wörgl|6300|restaurant||alpine_hut|||||||||||||||||||,,,,
4855927662|node|47.5982470|15.3213923|Kobenkogelhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
4858362723|node|47.4569217|12.5402150|Streuböden|||||||||1200||bing||||56|Almen|Almen|Fieberbrunn|6391|restaurant||alpine_hut|||||||||||||||||||,,,,
4934699600|node|46.7465492|13.7435947|Sauhauthütte|||||||||||basemap.at|||||||||||alpine_hut|||||||||||||||||||,,,,
4994988821|node|47.1329559|13.5984768|Müllnerhütte|Hans Gruber||||||||||||0043 650 5090 763||476|Fichtengasse||Sankt Michael im Lungau|5583|||alpine_hut|||||||||||||||||||,,,,
5009451915|node|46.9455474|14.6984550|Schwarzkogelhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
5018714223|node|47.4062289|13.1233484|Mitterbergalm||||||||||||https://www.mitterbergalm.at/|||106|Mandlwandstraße|Mühlbach am Hochkönig|Mühlbach am Hochkönig|5505|||alpine_hut|||||||||||||||||||,,,,
5062075303|node|46.9664706|14.7528641|Opas Waldluckn||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
5483708979|node|47.3909992|12.5969839|Hasenaualm – Selbstversorgerhütte Saalbach|Feriengut Hasenau GmbH||Urlaub in der Selbstversorgerhütte Hasenaualm in Saalbach Hinterglemm.||||||1562|||https://www.hasenau.at/hasenaualm/|+43 6541 8931|info@hasenau.at|52|Hasenbachweg||Saalbach-Hinterglemm|5754|||alpine_hut|||||||||||||||||https://www.hasenau.at/images/content/hasenaualm/gallery/hasenaualm-1.jpg||,,,,
5564943029|node|47.2470872|10.1304721|Obere Auenfeld Alpe|||||||||1732|||||||||||||alpine_hut|||||||||||||||||||,,,,
5643719069|node|47.1610163|13.1584159|Gamskarkogelhütte|Sektion Bad Gastein||||||||2465|||http://www.gamskarkogelhuette.at/|+43 664 9203679||26||Heißingfelding|Bad Hofgastein|5630|||alpine_hut||||||||||||||||||Q17574822|de:Gamskarkogelhütte,,,,
5763349720|node|46.7866556|14.9428662|Alpengasthaus Sonnhof||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
5822380454|node|46.6906312|13.5026108|Gasser Alm||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
5824024153|node|47.1945802|12.3545612|Mohaalm|||||||||1410|||||||||||||alpine_hut|||||||||||||||||||,,,,
5849855316|node|47.6561870|13.7810530|Loserhütte|OeAV Sektion Ausseerland||Schutzhütte des Alpenvereins mit Schlafmöglichkeiten und Restaurant||||||1498||local_knowledge||||81||Fischerndorf|Altaussee|8992|restaurant||alpine_hut||||||||||||||yes||||Q15118843|de:Loserhütte,,,,
5865738785|node|47.1685617|13.2499786||||||||||||||||184|Hüttschlag|||5612|||alpine_hut|||||||||||||||||||,,,,
5892929285|node|47.2199846|11.8365471|Rieserhütte|||||||||1600|||||||||||||alpine_hut|||||||||||||||||||,,,,
6129313039|node|47.1126733|12.8456385|Tüchelhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
6141355629|node|47.0203564|12.4212737|Nilljochhütte|||||||||1975|||http://nilljochhuette.at/|+43 676 9563288|info@nilljochhuette.com||||||||alpine_hut|||||||||||||||||File:Nilljochhuette-1.jpg|Q1992177|de:Nilljochhütte,,,,
6260111186|node|48.3037507|15.1047087|Schutzhütte Peilstein|Naturfreunde|||||no||||||||||||||||alpine_hut|||||||||||||||||||,,,,
7294981167|node|48.6145977|14.8169971|Wichtelhütte||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
7295009596|node|48.6160761|14.8102931|||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
7375839485|node|46.7504102|14.2161233|Veitsberg||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
7528796675|node|47.0940275|13.0151458|Seealm|||||||||1865|||||||||||||alpine_hut|||||||||||||||||||,,,,
7529552270|node|47.4249069|12.6116778|Burgeralm|||||||||1260||||||7|Almen||Fieberbrunn|6391|restaurant||alpine_hut|||||||||||||||||||,,,,
7660650385|node|47.4237160|12.6423888|Lindlalm|||||||||||||+436641268396|||||||||alpine_hut|||||||||||||||||||,,,,
7727955226|node|47.1656448|12.9586815|Steinbockalm|||||||||1384|||||||||||||alpine_hut|||||||||||||||||||,,,,
7727955232|node|47.1600110|12.9642479|Steinalm|||||||||1178|||||||||||||alpine_hut|||||||||||||||||||,,,,
7727968137|node|47.1489772|12.9547532|Feldereralm|||||||||1691|||||||||||||alpine_hut|||||||||||||||||||,,,,
7729132992|node|47.2418037|12.9708148|Penninghofalm||||||||||||||||||||||alpine_hut|||||||||||||||||||,,,,
7731531071|node|47.2281492|12.9615646|Waldalm|Fam. Rainer|||||||||||http://www.waldalm.at/|+43 664 4419191|||||Rauris|5661|||alpine_hut|||||||||||||||||||,,,,
7734447615|node|47.1159358|12.9315163|Bräualm|||||||||1601||||||60|Alte Buchebenstraße||Rauris|5661|||alpine_hut|||||||||||||||||||,,,,
"7739116141|node|47.3986716|14.5718997|Bergerhube|||""Cozy rooms & cabins in a relaxed inn with free breakfast, plus a beer garden & ski storage.""|||||||||https://www.bergerhube.at/|+43 3618 382||42|Triebental||||||alpine_hut|||||||||||||||||||",,,,
7741405839|node|47.1096711|12.8511876|Litzlhofalm|||||||||1727|||http://litzlhofalm.at/||||||||restaurant||alpine_hut|||||||||||||||||||,,,,
